crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,status_report
stabbing,hanthane town,2021-12-21,m,sinhala,43,21:14:00,Rainy,7.268852146,80.63589129,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,527.7,sinhala,Valid
theft,joy boat,2021-12-22,f,sinhala,34,00:39:00,Rainy,7.290364931,80.63765737,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,604.4,sinhala,Valid
stabbing,katukale,2021-12-23,m,muslim,50,23:09:00,Cloudy,7.287666561,80.62705017,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,255.2,muslim,Valid
theft,lady golden road,2021-12-26,m,sinhala,50,06:48:00,Cloudy,7.292566022,80.63234009,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,203.7,sinhala,Valid
robbery,buwelikada,2021-12-27,m,sinhala,29,17:18:00,Sunny,7.292429143,80.64349564,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,159.9,sinhala,Valid
robbery,hospital street,2021-12-29,m,sinhala,18,10:55:00,Cloudy,7.27008985,80.61152687,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,184.5,sinhala,Valid
burglary,gurudeniya,2021-12-29,f,sinhala,37,15:20:00,Cloudy,7.266292548,80.69094964,Non-Holiday,0,General Urban,Gurudeniya Dambawela,LK2130285,5635,770.2,sinhala,Valid
vehicle theft,bowalawatte,2022-01-01,m,sinhala,17,06:42:00,Rainy,7.258048972,80.62517488,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,808.4,sinhala,Valid
drugs,thannekumbura,2022-01-01,m,sinhala,35,15:46:00,Rainy,7.281556774,80.66076305,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,287.1,sinhala,Valid
stabbing,hospital street,2022-01-01,f,sinhala,38,20:32:00,Rainy,7.269913647,80.6091121,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,428.4,sinhala,Valid
burglary,peradeniya town,2022-01-02,f,muslim,61,05:43:00,Rainy,7.270445261,80.59283757,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,217.9,muslim,Valid
drugs,car park,2022-01-04,m,sinhala,15,11:37:00,Rainy,7.281242569,80.62015594,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,282.4,sinhala,Valid
burglary,mulgampola,2022-01-05,f,muslim,54,08:39:00,Rainy,7.278855472,80.61803561,International Workers' Day,1,General Urban,Welata,LK2130170,21826,408.4,muslim,Valid
stabbing,kotugodalla road,2022-01-07,m,sinhala,35,22:20:00,Cloudy,7.297341075,80.63483076,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,181.6,sinhala,Valid
robbery,municipal indoor sports complex,2022-01-10,f,sinhala,43,19:11:00,Rainy,7.284335144,80.62675849,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,255.8,sinhala,Valid
burglary,pathanawatte heerassagala,2022-01-11,f,sinhala,60,05:26:00,Rainy,7.262857717,80.61778985,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,405.1,sinhala,Valid
drugs,dodamwela bridge,2022-01-11,m,sinhala,30,14:11:00,Rainy,7.285980225,80.60979713,Non-Holiday,0,General Urban,Aniwatta West,LK2130175,1109,669.2,sinhala,Valid
theft,bus stand,2022-01-12,f,sinhala,20,04:27:00,Rainy,7.253115542,80.59100396,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,430.9,sinhala,Valid
stabbing,highschool,2022-01-12,m,muslim,57,13:41:00,Rainy,7.290905335,80.63524627,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,448.5,muslim,Valid
robbery,bus stand,2022-01-15,f,muslim,42,03:57:00,Rainy,7.256704048,80.5912394,Non-Holiday,0,Commercial,Palle Peradeniya,LK2130195,15522,520.6,muslim,Valid
stabbing,katugasthota,2022-01-18,f,sinhala,25,18:11:00,Rainy,7.334806641,80.62032954,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,216.7,sinhala,Valid
theft,torrington,2022-01-20,m,sinhala,34,11:57:00,Cloudy,7.293461446,80.63581669,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,329.2,sinhala,Valid
stabbing,peradeniya road,2022-01-21,m,sinhala,46,04:13:00,Cloudy,7.280789721,80.6189678,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,409.7,sinhala,Valid
burglary,lewella town,2022-01-21,m,sinhala,26,14:07:00,Cloudy,7.300328338,80.65144835,Non-Holiday,0,General Urban,Sirimalwatta West,LK2127180,18568,494.0,sinhala,Valid
robbery,kandy city centre,2022-01-21,m,sinhala,51,16:33:00,Cloudy,7.292783272,80.63879029,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,494.9,sinhala,Valid
theft,highschool,2022-01-22,m,muslim,50,03:48:00,Cloudy,7.291762761,80.63422684,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,430.1,muslim,Valid
burglary,bus stand,2022-01-22,m,sinhala,22,17:59:00,Cloudy,7.299082995,80.63460255,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,345.1,sinhala,Valid
theft,dalada maligawa,2022-01-22,m,sinhala,36,22:16:00,Cloudy,7.292861833,80.64085144,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,330.9,sinhala,Valid
vehicle theft,heerassagala,2022-01-23,m,muslim,47,20:50:00,Rainy,7.261026987,80.61913119,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,240.2,muslim,Valid
burglary,post office,2022-01-24,m,sinhala,41,14:11:00,Cloudy,7.290098085,80.63530495,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,382.1,sinhala,Valid
burglary,asgiriya stadium,2022-01-24,m,sinhala,25,14:54:00,Cloudy,7.29999749,80.63365662,Non-Holiday,0,Commercial,Poorna Watta West,LK2130080,17006,354.1,sinhala,Valid
drugs,thannekumbura,2022-01-29,m,sinhala,24,20:52:00,Rainy,7.282668464,80.65998009,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,148.9,sinhala,Valid
drugs,gatambe junction,2022-01-30,f,muslim,70,09:17:00,Rainy,7.27246993,80.60471289,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,900.5,muslim,Valid
theft,dalada maligawa,2022-01-31,m,muslim,48,21:28:00,Rainy,7.294741023,80.64176299,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,233.2,muslim,Valid
drugs,hanthane kadurata malshalawa,2022-02-01,m,muslim,26,12:42:00,Cloudy,7.290368222,80.631227,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,318.0,muslim,Valid
burglary,hospital street,2022-02-03,m,sinhala,54,16:35:00,Cloudy,7.268743805,80.60936095,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,464.8,sinhala,Valid
burglary,peradeniya road,2022-02-03,m,sinhala,42,22:35:00,Cloudy,7.28193029,80.6196691,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,354.2,sinhala,Valid
theft,mulgampola,2022-02-04,m,sinhala,53,13:53:00,Cloudy,7.278818675,80.61479231,Non-Holiday,0,General Urban,Welata,LK2130170,21826,51.2,sinhala,Valid
theft,wewathanne road,2022-02-04,m,sinhala,19,18:09:00,Cloudy,7.167524201,80.59696606,Non-Holiday,0,Commercial,Wewathenna,LK2142095,22268,718.9,sinhala,Valid
theft,bus stand,2022-02-07,m,muslim,61,14:03:00,Rainy,7.256783005,80.58891526,Non-Holiday,0,Commercial,Godagandeniya,LK2130190,5339,369.2,muslim,Valid
theft,rosawatte,2022-02-08,m,sinhala,46,11:13:00,Cloudy,7.291636476,80.63483049,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,497.0,sinhala,Valid
robbery,lady golden road,2022-02-09,m,muslim,48,21:13:00,Cloudy,7.288883996,80.63371852,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,168.4,muslim,Valid
theft,people's bank,2022-02-11,m,sinhala,27,12:36:00,Rainy,7.292415535,80.63406796,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,390.8,sinhala,Valid
robbery,ogastawatte,2022-02-11,m,sinhala,58,22:21:00,Rainy,7.289412455,80.63212871,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,224.0,sinhala,Valid
stabbing,malwatte,2022-02-14,m,sinhala,35,16:20:00,Rainy,7.276743,80.64147725,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,140.2,sinhala,Valid
stabbing,bus stand,2022-02-15,m,sinhala,58,12:11:00,Cloudy,7.302279504,80.63526956,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,144.3,sinhala,Valid
stabbing,yatinuwara street,2022-02-15,m,sinhala,18,20:31:00,Cloudy,7.294086026,80.63762132,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,302.7,sinhala,Valid
burglary,2nd rajasinghe lane,2022-02-16,m,sinhala,28,13:03:00,Cloudy,7.290364747,80.63510047,Nawam Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,390.3,sinhala,Valid
burglary,torrington,2022-02-17,m,tamil,36,22:47:00,Cloudy,7.293111294,80.63455465,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,407.2,tamil,Valid
robbery,mahaiyawa,2022-02-20,m,muslim,52,03:39:00,Rainy,7.305838241,80.6347087,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,273.5,muslim,Valid
theft,dodamwela,2022-02-20,m,sinhala,72,09:19:00,Rainy,7.294221721,80.54063782,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,477.2,sinhala,Valid
drugs,highschool,2022-02-23,m,sinhala,22,21:43:00,Rainy,7.289710878,80.63230965,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,248.2,sinhala,Valid
burglary,sri wickramasinghe mawatha,2022-02-24,m,muslim,39,08:47:00,Rainy,7.288951465,80.64242969,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,562.4,muslim,Valid
drugs,train station,2022-02-25,f,sinhala,31,20:10:00,Rainy,7.289457363,80.63352325,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,218.7,sinhala,Valid
stabbing,sirimawo bandaranayake lane,2022-02-25,m,sinhala,36,21:33:00,Rainy,7.267461581,80.59511659,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,529.1,sinhala,Valid
burglary,2nd rajasinghe lane,2022-02-26,f,muslim,77,08:32:00,Rainy,7.29231907,80.63543545,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,461.2,muslim,Valid
robbery,kandy mosque,2022-02-26,m,muslim,62,08:37:00,Rainy,7.291323701,80.63214635,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,271.6,muslim,Valid
burglary,bowalawatte,2022-02-28,m,sinhala,60,18:17:00,Rainy,7.257625961,80.62517897,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,817.7,sinhala,Valid
drugs,rosawatte,2022-03-01,m,sinhala,45,15:45:00,Rainy,7.289889386,80.63280728,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,258.1,sinhala,Valid
vehicle theft,mada bowala angampitiya,2022-03-05,f,sinhala,34,03:27:00,Rainy,7.270910417,80.61380222,Eid al-Fitr,1,General Urban,Bowala,LK2130205,2430,117.6,sinhala,Valid
burglary,kandy hospital,2022-03-05,f,muslim,30,13:43:00,Rainy,7.286706471,80.63234685,Eid al-Fitr,1,Residential,Bogambara,LK2130145,2198,117.4,muslim,Valid
theft,primrose gardens,2022-03-10,m,sinhala,40,04:57:00,Rainy,7.279326383,80.61159992,Non-Holiday,0,Commercial,Welata,LK2130170,21826,308.5,sinhala,Valid
stabbing,peradeniya road,2022-03-10,m,sinhala,45,15:20:00,Rainy,7.282535581,80.6195692,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,392.3,sinhala,Valid
stabbing,hewaheta road,2022-03-14,m,sinhala,44,13:42:00,Cloudy,7.293786856,80.64935695,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,210.9,sinhala,Valid
burglary,thalathuoya road,2022-03-15,f,sinhala,57,13:52:00,Rainy,7.246270436,80.68592727,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,475.6,sinhala,Valid
burglary,thalathuoya road,2022-03-19,m,sinhala,60,21:35:00,Rainy,7.248840139,80.68569006,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,534.7,sinhala,Valid
burglary,malwatte,2022-03-21,f,sinhala,43,14:41:00,Rainy,7.276554256,80.64102621,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,122.6,sinhala,Valid
burglary,bogambara prison,2022-03-21,m,sinhala,26,22:21:00,Rainy,7.289072203,80.63482363,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,265.1,sinhala,Valid
drugs,bogambara official police stayhouse,2022-03-22,m,sinhala,25,05:41:00,Rainy,7.28882931,80.63567901,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,331.3,sinhala,Valid
theft,golden crown,2022-03-22,m,sinhala,61,16:50:00,Rainy,7.275693079,80.65599953,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,318.9,sinhala,Valid
drugs,sahas uyana,2022-03-25,m,sinhala,25,20:39:00,Rainy,7.290562149,80.63617046,Non-Holiday,0,Recreational,Bogambara,LK2130145,2198,486.0,sinhala,Valid
drugs,yatinuwara street,2022-03-26,m,sinhala,60,22:25:00,Rainy,7.297537831,80.63689909,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,149.5,sinhala,Valid
drugs,joy boat,2022-03-28,f,sinhala,54,19:09:00,Rainy,7.291919623,80.63739617,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,516.1,sinhala,Valid
stabbing,post office,2022-04-01,m,muslim,40,21:18:00,Rainy,7.29065859,80.63393915,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,359.9,muslim,Valid
theft,mahaiyawa cemetery,2022-04-02,m,sinhala,33,10:55:00,Rainy,7.302987918,80.63160666,Independence Day,1,General Urban,Poorna Watta West,LK2130080,17006,84.8,sinhala,Valid
burglary,udabowala,2022-04-03,f,sinhala,51,12:25:00,Rainy,7.265139856,80.61477371,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,306.2,sinhala,Valid
burglary,train station,2022-04-04,m,sinhala,46,12:23:00,Rainy,7.292320303,80.63325968,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,308.3,sinhala,Valid
burglary,hanthane kadurata malshalawa,2022-04-04,m,sinhala,32,13:26:00,Rainy,7.286703197,80.63242934,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,112.8,sinhala,Valid
burglary,sri wickramasinghe mawatha,2022-04-05,m,sinhala,44,06:14:00,Rainy,7.286820784,80.63876986,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,646.7,sinhala,Valid
robbery,galkaduwa junction,2022-04-09,m,sinhala,20,20:00:00,Rainy,7.308443575,80.63952025,Non-Holiday,0,Commercial,Watapuluwa West,LK2130060,21493,214.4,sinhala,Valid
theft,vidyartha college,2022-04-11,m,sinhala,30,15:31:00,Rainy,7.304069494,80.63312924,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,277.6,sinhala,Valid
stabbing,kandy hospital,2022-04-11,m,muslim,43,21:02:00,Rainy,7.285212349,80.63319671,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,263.8,muslim,Valid
stabbing,kingswood,2022-04-11,m,muslim,39,21:25:00,Rainy,7.276101285,80.61667002,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,278.4,muslim,Valid
burglary,sri sumangala mawatha,2022-04-13,m,muslim,42,07:53:00,Rainy,7.497065176,80.62288606,Day Before Sinhala and Tamil New Year,1,General Urban,Dehiwatta,LK2106015,3133,8111.7,muslim,Valid
stabbing,polgolla,2022-04-13,m,sinhala,33,09:25:00,Rainy,7.315790781,80.65233655,Day Before Sinhala and Tamil New Year,1,General Urban,Pallegunnepana North,LK2127175,15562,170.5,sinhala,Valid
burglary,bus stand,2022-04-15,m,sinhala,17,13:43:00,Rainy,7.28880049,80.63167931,Good Friday,1,Commercial,Bogambara,LK2130145,2198,196.1,sinhala,Valid
drugs,dalada maligawa,2022-04-15,f,sinhala,54,20:16:00,Rainy,7.294360125,80.64247212,Good Friday,1,Commercial,Boowelikada,LK2130135,2310,144.6,sinhala,Valid
burglary,people's bank,2022-04-16,m,muslim,40,23:05:00,Rainy,7.29115758,80.63189942,Bak Full Moon Poya Day,1,General Urban,Ihala Katukele,LK2130115,6925,271.3,muslim,Valid
burglary,hanthane,2022-04-17,m,muslim,31,06:28:00,Rainy,7.267461523,80.63580771,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,680.1,muslim,Valid
drugs,post office,2022-04-18,m,sinhala,42,07:39:00,Rainy,7.289237708,80.63527188,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,315.5,sinhala,Valid
burglary,goerge.e. silva lane,2022-04-19,m,sinhala,38,05:27:00,Rainy,7.29097724,80.63292807,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,357.9,sinhala,Valid
theft,dalada maligawa,2022-04-19,m,sinhala,33,23:09:00,Rainy,7.294278448,80.6394936,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,435.4,sinhala,Valid
burglary,asgiriya,2022-04-23,m,sinhala,58,05:48:00,Rainy,7.298915706,80.63141718,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,279.2,sinhala,Valid
drugs,hanthane,2022-04-23,m,sinhala,40,06:23:00,Rainy,7.269173765,80.63469765,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,489.5,sinhala,Valid
burglary,d.s senanayake lane,2022-04-23,m,sinhala,63,19:04:00,Rainy,7.299147751,80.6381752,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,376.7,sinhala,Valid
stabbing,kandy town,2022-04-23,f,sinhala,39,23:40:00,Rainy,7.291658733,80.63237092,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,261.1,sinhala,Valid
stabbing,hospital street,2022-04-24,m,tamil,41,16:51:00,Rainy,7.27023904,80.61041678,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,281.0,tamil,Valid
drugs,kandy city centre,2022-04-25,f,sinhala,52,13:09:00,Rainy,7.291789865,80.63653955,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,514.3,sinhala,Valid
drugs,hospital street,2022-04-26,f,muslim,43,05:59:00,Rainy,7.269675867,80.61084765,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,271.5,muslim,Valid
burglary,polgolla,2022-04-26,m,muslim,52,14:25:00,Rainy,7.316061913,80.65187069,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,221.2,muslim,Valid
burglary,kandy city centre,2022-04-30,m,sinhala,38,14:50:00,Rainy,7.292409903,80.63778741,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,478.0,sinhala,Valid
robbery,goerge.e.silva lane,2022-05-01,m,sinhala,26,19:58:00,Rainy,7.291715596,80.63473933,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,484.6,sinhala,Valid
theft,aniwatte,2022-05-03,m,sinhala,51,20:13:00,Cloudy,7.290096961,80.62251957,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,390.7,sinhala,Valid
stabbing,dodamwela bridge,2022-05-05,m,sinhala,35,16:03:00,Rainy,7.28789067,80.60872938,Non-Holiday,0,General Urban,Haloluwa,LK2133410,5808,589.9,sinhala,Valid
robbery,nagasthanne,2022-05-05,m,sinhala,37,22:02:00,Rainy,7.279509392,80.63252829,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,402.5,sinhala,Valid
drugs,2nd rajasinghe lane,2022-05-06,m,sinhala,41,13:11:00,Rainy,7.289513515,80.63307412,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,216.2,sinhala,Valid
stabbing,municipal indoor sports complex,2022-05-06,m,sinhala,29,14:42:00,Rainy,7.286546016,80.62473392,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,332.9,sinhala,Valid
burglary,katukale,2022-05-07,f,muslim,55,07:52:00,Rainy,7.28741239,80.62842294,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,133.4,muslim,Valid
burglary,wadugodapitiya,2022-05-07,m,sinhala,35,13:03:00,Rainy,7.292184369,80.63439915,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,432.7,sinhala,Valid
drugs,provincial education department,2022-05-13,m,sinhala,24,06:35:00,Rainy,7.288964262,80.63465719,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,243.3,sinhala,Valid
burglary,gatambe,2022-05-13,m,sinhala,15,08:31:00,Rainy,7.26957054,80.59906996,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,631.0,sinhala,Valid
burglary,car park,2022-05-13,m,sinhala,51,16:43:00,Rainy,7.281939222,80.61847078,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,480.6,sinhala,Valid
vehicle theft,kotugodalla road,2022-05-14,m,sinhala,34,12:47:00,Rainy,7.296307948,80.63700464,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,91.9,sinhala,Valid
burglary,hanthane town,2022-05-14,m,sinhala,60,13:27:00,Rainy,7.269613787,80.63393034,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,459.2,sinhala,Valid
robbery,ampitiya town,2022-05-15,f,sinhala,27,21:24:00,Rainy,7.273703536,80.65953642,Vesak Full Moon Poya Day,1,General Urban,Ampitiya Pallegama,LK2130245,928,455.4,sinhala,Valid
burglary,sahas uyana,2022-05-15,m,tamil,35,22:50:00,Rainy,7.290716878,80.63847968,Vesak Full Moon Poya Day,1,Recreational,Boowelikada,LK2130135,2310,671.4,tamil,Valid
drugs,train station,2022-05-17,f,sinhala,29,09:38:00,Rainy,7.291153814,80.63481501,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,447.9,sinhala,Valid
robbery,hanthane town,2022-05-18,m,sinhala,46,14:16:00,Rainy,7.269570629,80.63457252,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,447.6,sinhala,Valid
burglary,peradeniya town,2022-05-22,f,sinhala,34,14:51:00,Rainy,7.271017559,80.59262332,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,186.4,sinhala,Valid
stabbing,thalathuoya road,2022-05-22,m,muslim,49,16:04:00,Rainy,7.249457277,80.68648348,Non-Holiday,0,General Urban,Thalathuoya East,LK2145090,18993,528.5,muslim,Valid
drugs,municipal indoor sports complex,2022-05-22,m,sinhala,39,16:22:00,Rainy,7.286242315,80.62641619,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,387.6,sinhala,Valid
stabbing,new queens hotel,2022-05-24,m,tamil,43,08:51:00,Rainy,7.291954137,80.63683291,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,499.7,tamil,Valid
robbery,katugasthota,2022-05-24,f,sinhala,37,09:43:00,Rainy,7.337079481,80.62070496,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,376.8,sinhala,Valid
burglary,bowalawatte,2022-05-25,f,sinhala,35,15:54:00,Rainy,7.271273448,80.61191985,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,94.7,sinhala,Valid
drugs,bus stand,2022-05-26,m,sinhala,21,11:33:00,Rainy,7.255348636,80.58808457,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,266.0,sinhala,Valid
robbery,pattiyakale watte,2022-05-26,m,muslim,32,13:49:00,Rainy,7.290859578,80.63223063,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,318.8,muslim,Valid
drugs,pathanawatte heerassagala,2022-05-28,m,sinhala,35,01:00:00,Rainy,7.262537353,80.61766255,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,370.4,sinhala,Valid
robbery,heerassagala junction,2022-05-29,m,sinhala,31,14:24:00,Rainy,7.274979656,80.62171516,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,552.7,sinhala,Valid
theft,rajapihilla road,2022-05-29,m,sinhala,38,22:54:00,Rainy,7.286051533,80.64078156,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,725.0,sinhala,Valid
burglary,pattiyakale watte,2022-05-30,m,sinhala,32,22:01:00,Rainy,7.292120734,80.63557203,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,480.6,sinhala,Valid
vehicle theft,mahaiyawa,2022-06-01,m,sinhala,49,10:59:00,Rainy,7.304946164,80.63480166,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,179.0,sinhala,Valid
robbery,peradeniya road,2022-06-04,m,sinhala,44,08:24:00,Rainy,7.282810322,80.62280015,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,220.7,sinhala,Valid
theft,d.s senanayake lane,2022-06-06,m,sinhala,32,10:48:00,Rainy,7.297410461,80.63709946,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,151.6,sinhala,Valid
