crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
burglary,thalaathuoya road,15.06.2022,M,sinhala,30,22:27,Rainy,7.247374424,80.68412626,Non-Holiday,FALSE,General Urban,Batagalla,LK2145100,1785,304.5
stabbing,hewaheta,17.06.2022,F,Sinhala,56,8:59,Rainy,7.111518387,80.76261032,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6891.4
burglary,dharmapala road lewella,17.06.2022,M,Sinhala,44,10:49,Rainy,7.300675746,80.64951974,Non-Holiday,FALSE,General Urban,Lewella,LK2130125,11008,343.8
stabbing,urawela junction,18.06.2022,F,sinhala,49,9:04,Rainy,7.289107358,80.63439777,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,233.3
drugs,uda peradeniya bowalawatte,18.06.2022,M,Sinhala,34,17:20,Rainy,7.255623312,80.62627504,Non-Holiday,FALSE,General Urban,Uduwelawatta Colony,LK2145005,20253,895.9
drugs,katukale,19.06.2022,foreign couple,Muslim,39,16:11,Rainy,7.285736157,80.62616103,Non-Holiday,FALSE,General Urban,Suduhumpala East,LK2130160,18807,380.8
theft,car park,20.06.2022,F,Sinhala,57,20:22,Rainy,7.282939356,80.6197097,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,360.9
burglary,2nd rajasinghe lane,21.06.2022,M,Sinhala,28,16:32,Rainy,7.290225799,80.63517342,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,383.2
burglary,kingswood,24.06.2022,M,tamil ,42,7:35,Rainy,7.27885897,80.61426363,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,15.2
robbery,uda peradeniya bowalawatte,25.06.2022,M,tamil ,33,8:52,Rainy,7.255756001,80.62422993,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,793.3
theft,asgiriya stadium,26.06.2022,M,Sinhala,38,20:23,Rainy,7.300527607,80.63298104,Non-Holiday,FALSE,Commercial,Poorna Watta West,LK2130080,17006,260.1
robbery,pathanawatte heerassagala,28.06.2022,F,Sinhala,45,17:07,Rainy,7.262018311,80.61710858,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,324.6
theft,colombo street ,29.06.2022,M,sinhala,70,11:26,Rainy,7.295174985,80.638714,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,311.3
theft,bogambara official police stayhouse,29.06.2022,M,sinhala,34,11:34,Rainy,7.287676685,80.63670657,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,413.9
drugs,train station,29.06.2022,M,sinhala,34,23:11,Rainy,7.292051029,80.63333662,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,327.2
burglary,mahaiyawa cemetary,30.06.2022,M,Sinhala,27,15:53,Rainy,7.303971083,80.63184867,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,197.3
robbery,ogastawatte,01.07.2022,M,Sinhala,25,10:02,Rainy,7.290246469,80.63300762,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,297.4
burglary,dalada maligawa,02.07.2022,M,Sinhala,26,11:33,Rainy,7.29289804,80.63937121,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,487
burglary,peradeniya road,03.07.2022,M,Sinhala,30,11:33,Rainy,7.28039347,80.62033134,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,263.7
theft,lakeround,04.07.2022,M,tamil ,50,16:07,Rainy,7.289044966,80.63250917,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,171
burglary,peradeniya road,05.07.2022,F,Sinhala,35,7:56,Rainy,7.283585216,80.61902558,Non-Holiday,FALSE,General Urban,Katukele West,LK2130105,8913,377.8
burglary,dharmasena lane,05.07.2022,M,Sinhala,37,13:25,Rainy,7.26998015,80.58965687,Non-Holiday,FALSE,General Urban,Uda Eriyagama East,LK2136420,19822,270.3
theft,common market complex,06.07.2022,F,sinhala,28,5:55,Rainy,7.290823425,80.63303164,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,361.6
burglary,ampitiya,07.07.2022,M,tamil ,47,15:12,Rainy,7.271404586,80.65824017,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,481.8
drugs,wagolla lewella,09.07.2022,F,Sinhala,52,18:32,Rainy,7.303839925,80.64935863,Non-Holiday,FALSE,General Urban,Sirimalwatta West,LK2127180,18568,214.2
robbery,hewaheta road,11.07.2022,F,Sinhala,74,9:36,Rainy,7.294428705,80.65011981,Il Full Moon Poya Day,TRUE,General Urban,Thalwatta,LK2130130,19105,107.1
stabbing,bogambara bus stand ,14.07.2022,M,sinhala,41,11:38,Rainy,7.289882727,80.63373286,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,270.8
theft,lakeround,15.07.2022,M,tamil ,50,11:34,Rainy,7.291865433,80.63445633,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,449.6
theft,dalada maligawa,15.07.2022,M,Muslim,63,15:56,Rainy,7.293190092,80.64317267,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,92.7
burglary,dalada street,15.07.2022,M,Sinhala,58,18:01,Rainy,7.29430349,80.63990424,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,419.4
drugs,KCC,17.07.2022,M,muslim,63,19:26,Rainy,7.290663737,80.63607092,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,486
robbery,in front of post office,19.07.2022,M,tamil ,49,15:17,Rainy,7.292124271,80.63182412,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,181.7
robbery,katugasthota road,20.07.2022,F,tamil ,58,8:27,Rainy,7.314695813,80.63078279,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,329.3
drugs,new queens hotel,20.07.2022,M,Sinhala,77,15:36,Rainy,7.293493434,80.63710678,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,339.2
drugs,Municipal indoor sports complex,22.07.2022,M,Muslim,75,11:07,Rainy,7.286541528,80.62565544,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,426.6
drugs,asgiriya   ,22.07.2022,M,Sinhala,46,18:27,Rainy,7.301268819,80.63392755,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,300.4
stabbing,Municipal indoor sports complex,24.07.2022,M,sinhala,61,15:23,Rainy,7.283184434,80.6272125,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,203.5
burglary,Apiit campus,29.07.2022,M,sinhala,65,17:50,Rainy,7.280214693,80.61858025,Non-Holiday,FALSE,Commercial,Suduhumpala West,LK2130165,18808,457.5
drugs,2nd rajasinghe lane,29.07.2022,F,tamil ,25,21:22,Rainy,7.29045788,80.63484236,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,382.4
theft,provincial education department,29.07.2022,F,Sinhala,27,22:50,Rainy,7.289246271,80.63467501,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,265.7
drugs,galkaduwa junction,30.07.2022,M,sinhala,31,19:23,Rainy,7.309680293,80.63829113,Non-Holiday,FALSE,Commercial,Watapuluwa West,LK2130060,21493,163
theft,golden crown,31.07.2022,M,Sinhala,20,20:56,Rainy,7.27671221,80.65796115,Non-Holiday,FALSE,Commercial,Ampitiya Udagama North,LK2130235,931,246.3
burglary,meekanuwa watarauma ,01.08.2022,M,sinhala,78,20:14,Rainy,7.281772992,80.65463178,Non-Holiday,FALSE,General Urban,Ampitiya Udagama North,LK2130235,931,426.4
stabbing,hanthane road,03.08.2022,F,muslim,39,2:33,Rainy,7.2838351,80.63099344,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,286.7
burglary,common market complex,03.08.2022,F,Sinhala,40,15:16,Rainy,7.291488247,80.63490342,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,485.5
drugs,sri sumangala mawatha,04.08.2022,F,Sinhala,29,9:20,Rainy,7.499662479,80.62302098,Non-Holiday,FALSE,General Urban,Dehiwatta,LK2106015,3133,8303.2
stabbing,colombo street ,04.08.2022,M,Sinhala,43,10:55,Rainy,7.295658677,80.63567525,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,99.3
burglary,kingswood,04.08.2022,M,Sinhala,60,16:57,Rainy,7.278602453,80.61736387,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,334.5
burglary,thannekumbura,04.08.2022,M,Sinhala,51,20:35,Rainy,7.284795948,80.66342054,Non-Holiday,FALSE,General Urban,Arangala South,LK2127340,1211,385.1
robbery,mahaiyawa,05.08.2022,M,sinhala,25,19:26,Rainy,7.30278657,80.6343795,Non-Holiday,FALSE,General Urban,Mahaiyawa,LK2130065,11543,157.4
stabbing,ampitiya,06.08.2022,F,Sinhala,43,9:39,Rainy,7.27401406,80.66149823,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,242.7
burglary,mada bowala angampitiya,07.08.2022,M,Sinhala,58,10:09,Rainy,7.271667275,80.6100244,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,307.9
theft,D.S senanayake lane,07.08.2022,F,Sinhala,29,11:57,Rainy,7.298884191,80.63817296,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,353.2
robbery,mahaiyawa,07.08.2022,M,tamil ,40,19:27,Rainy,7.304423073,80.63256527,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,273.5
burglary,bowala,07.08.2022,M,sinhala,53,20:23,Rainy,7.270929465,80.61185687,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,105.5
robbery,wewathanne road,08.08.2022,M,Sinhala,34,13:00,Rainy,7.168077962,80.59697918,Non-Holiday,FALSE,Commercial,Wewathenna,LK2142095,22268,739.1
robbery,pattiyakale watte,09.08.2022,M,tamil ,25,11:56,Rainy,7.290434917,80.63388003,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,334.2
vehicle theft,Municipal indoor sports complex,12.08.2022,M,muslim,63,10:06,Rainy,7.286160289,80.626504,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,385.1
drugs,watapuluwa prithi mawatha,13.08.2022,M,Sinhala,50,11:01,Rainy,7.316872538,80.64391934,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,376.6
drugs,bogambara bus stand,13.08.2022,M,tamil ,26,19:28,Rainy,7.289168523,80.63351351,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,187.8
theft,katukale,14.08.2022,M,Sinhala,20,14:54,Rainy,7.289064305,80.62550015,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,425.5
drugs,suduhumpola,16.08.2022,F,Sinhala,66,17:47,Rainy,7.280763079,80.62373538,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,116.4
drugs,aruppala,17.08.2022,F,Sinhala,57,20:20,Rainy,7.310033058,80.6446652,Non-Holiday,FALSE,General Urban,Aruppala East,LK2130050,1293,175.6
theft,gatambe junction,18.08.2022,M,Sinhala,52,15:57,Rainy,7.270323911,80.60703656,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,640.3
theft,kandy hospital,18.08.2022,M,Sinhala,61,18:20,Rainy,7.285155533,80.63179773,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,297.6
burglary,Municipal indoor sports complex,18.08.2022,M,Sinhala,30,18:21,Rainy,7.284566589,80.62692545,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,287.4
vehicle theft,KCC commercial bank,19.08.2022,F,Sinhala,41,22:48,Rainy,7.291732951,80.63636139,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,519.4
vehicle theft,dangolla,23.08.2022,M,sinhala,21,11:06,Rainy,7.269426493,80.61092486,Non-Holiday,FALSE,Residential,Bowala,LK2130205,2430,283.4
burglary,watapuluwa,23.08.2022,M,Sinhala,46,18:40,Rainy,7.315865233,80.64346481,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,433
stabbing,mahaiyawa,24.08.2022,F,sinhala,33,20:51,Rainy,7.306447398,80.63222922,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,101.6
robbery,boowelikada,26.08.2022,M,Sinhala,54,15:36,Rainy,7.292209353,80.64607551,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,321.4
burglary,bogambara official police stayhouse,27.08.2022,F,muslim,55,4:38,Rainy,7.286042711,80.63766462,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,546.5
burglary,hospital street,27.08.2022,F,Sinhala,44,19:40,Rainy,7.268302415,80.61039909,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,414.9
stabbing,bus stand,02.09.2022,F,tamil ,32,16:21,Rainy,7.302450633,80.63690618,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,189.1
stabbing,dutugamunu mawatha,02.09.2022,M,Sinhala,48,17:00,Rainy,7.31504361,80.64787897,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,374.3
robbery,udabowala,03.09.2022,M,Sinhala,41,18:05,Rainy,7.264764562,80.61713414,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,356.3
theft,Bogambara Bus Stand,05.09.2022,M,Sinhala,29,16:47,Rainy,7.289706475,80.63440905,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,286.4
stabbing,bogambara bus stand,06.09.2022,F,Sinhala,19,15:54,Rainy,7.289389279,80.63528184,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,326.6
drugs,gatambe bridge,08.09.2022,M,Sinhala,15,7:12,Rainy,7.271803708,80.60285599,Non-Holiday,FALSE,Commercial,Getambe,LK2130180,5235,984.3
robbery,2nd rajasinghe lane,08.09.2022,M,Sinhala,40,16:09,Rainy,7.289462872,80.63193969,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,238.2
drugs,mulgampola,08.09.2022,M,tamil ,46,19:34,Rainy,7.279113229,80.61707424,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,305
robbery,panideniya bus stand,10.09.2022,F,muslim,36,3:56,Rainy,7.255908838,80.58893438,Prophet's Birthday; Vap Full Moon Poya Day,TRUE,Commercial,Penideniya,LK2139135,16411,366.2
burglary,Apiit campus,10.09.2022,M,Sinhala,66,20:05,Rainy,7.280472979,80.62193892,Prophet's Birthday; Vap Full Moon Poya Day,TRUE,Commercial,Suduhumpala West,LK2130165,18808,91
vehicle theft,malwatte,11.09.2022,M,sinhala,15,4:54,Rainy,7.278979634,80.64196137,Non-Holiday,FALSE,General Urban,Malwatta,LK2130140,12099,394.2
robbery,mahaiyawa,12.09.2022,M,Sinhala,37,18:57,Rainy,7.303602819,80.63261089,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,201.3
theft,watapuluwa,13.09.2022,M,Sinhala,53,23:30,Rainy,7.319427442,80.64092901,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,61.6
stabbing,Municipal indoor sports complex,15.09.2022,F,Sinhala,24,10:52,Rainy,7.286121299,80.62474764,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,316.7
robbery,bowala ,17.09.2022,M,sinhala,63,14:57,Rainy,7.271311161,80.61372144,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,105.2
burglary,ampitiya udawela kanda,18.09.2022,M,sinhala,66,8:09,Rainy,7.273797688,80.66066916,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,330.9
burglary,pitakanda kanaththa,18.09.2022,M,Sinhala,55,14:25,Rainy,7.094805615,80.52876091,Non-Holiday,FALSE,General Urban,Pitakanda,LK2154140,16712,580.9
burglary,peradeniya KFC,20.09.2022,M,Sinhala,41,11:55,Rainy,7.286120478,80.62342606,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,183.6
burglary,kandy hospital,20.09.2022,M,Sinhala,76,13:07,Rainy,7.286827536,80.63078465,Non-Holiday,FALSE,Residential,Deiyannewela,LK2130150,3143,228.9
burglary,dalada maligawa,23.09.2022,M,sinhala,49,8:31,Rainy,7.291833538,80.63991577,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,472.1
burglary,thilakawardhana,23.09.2022,M,Sinhala,50,17:13,Rainy,7.286544186,80.6211142,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,175.8
burglary,dodamwela,25.09.2022,F,Sinhala,44,13:51,Rainy,7.294242104,80.53952912,Non-Holiday,FALSE,General Urban,Wathurakumbura,LK2136045,21541,484.5
drugs,bus stand,25.09.2022,F,tamil ,40,15:55,Rainy,7.302711203,80.63539912,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,94.3
robbery,william gopallawa lane,26.09.2022,M,tamil ,32,11:50,Rainy,7.291832655,80.63347124,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,351
burglary,2nd rajasinghe lane,27.09.2022,M,Muslim,46,11:45,Rainy,7.291493838,80.63541563,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,513.6
burglary,udabowala,02.10.2022,M,Sinhala,25,6:00,Rainy,7.26541737,80.6145729,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,287.8
burglary,goerge.E. silva lane,02.10.2022,M,Muslim,34,21:25,Rainy,7.290880263,80.63294276,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,366.7
burglary,Sri Dalada Maligawa,03.10.2022,M,Sinhala,39,20:31,Rainy,7.295014407,80.64297937,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,150.3
drugs,bus stand,03.10.2022,F,Sinhala,23,21:12,Rainy,7.302721401,80.63801099,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,282.2
robbery,hewaheta road,07.10.2022,M,Sinhala,23,1:31,Rainy,7.291787444,80.65023218,Eid al-Adha,TRUE,General Urban,Thalwatta,LK2130130,19105,394.3
theft,mulgampola,08.10.2022,M,sinhala,51,7:36,Rainy,7.277198604,80.61703799,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,344.1
drugs,asgiriya stadium,09.10.2022,M,Muslim,60,10:13,Rainy,7.299537385,80.63202776,Binara Full Moon Poya Day,TRUE,Commercial,Poorna Watta West,LK2130080,17006,310.3
drugs,kandy,09.10.2022,M,Sinhala,70,10:20,Rainy,7.288703759,80.63510722,Binara Full Moon Poya Day,TRUE,General Urban,Bogambara,LK2130145,2198,268.6
vehicle theft,bogambara prison,10.10.2022,M,Sinhala,34,8:34,Rainy,7.2911879,80.63489258,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,455.2
robbery,dharmasena lane,11.10.2022,M,Sinhala,63,22:54,Rainy,7.269941405,80.58954402,Non-Holiday,FALSE,General Urban,Uda Eriyagama East,LK2136420,19822,257.7
theft,galkaduwa junction,12.10.2022,F,sinhala,36,3:42,Rainy,7.311504786,80.63804948,Non-Holiday,FALSE,Commercial,Watapuluwa West,LK2130060,21493,349.5
drugs,sangamiththa college,12.10.2022,M,sinhala,46,9:40,Rainy,7.308945785,80.64799262,Non-Holiday,FALSE,Commercial,Aruppala East,LK2130050,1293,211
vehicle theft,rajapihilla road,12.10.2022,M,Sinhala,53,17:34,Rainy,7.287303462,80.64072704,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,798
stabbing,lake house hotel,12.10.2022,M,Sinhala,23,20:28,Rainy,7.26723026,80.59577912,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,575.6
robbery,gatambe,14.10.2022,M,sinhala,40,17:29,Rainy,7.270624865,80.59618951,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,296.2
vehicle theft,dalada maligawa,15.10.2022,M,Sinhala,45,19:04,Rainy,7.293945696,80.63972368,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,436.5
theft,peradeniya road,17.10.2022,M,Sinhala,54,16:09,Rainy,7.281314405,80.62107898,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,184.9
burglary,poornawatte,19.10.2022,F,Sinhala,64,10:30,Rainy,7.308343063,80.6314223,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,168
theft,joy boat,19.10.2022,M,Sinhala,49,22:07,Rainy,7.293352534,80.63934935,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,480.9
theft,rajapihilla junction,20.10.2022,M,sinhala,47,15:00,Rainy,7.287942006,80.63875088,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,640.5
drugs,Municipal indoor sports complex,20.10.2022,M,tamil ,78,16:45,Rainy,7.285029445,80.62369957,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,187.1
stabbing,lakeround,21.10.2022,M,Sinhala,55,13:39,Rainy,7.292559009,80.63432512,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,415.2
burglary,boowelikada,21.10.2022,M,Sinhala,32,19:02,Rainy,7.291637401,80.64416305,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,252.3
burglary,peradeniya road,21.10.2022,M,Sinhala,64,19:08,Rainy,7.279653646,80.6204266,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,281
burglary,bogambara bus stand ,21.10.2022,M,Sinhala,40,21:14,Rainy,7.288093042,80.63497032,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,229.6
stabbing,Sri Dalada Maligawa,22.10.2022,M,Sinhala,46,15:25,Rainy,7.29443052,80.64009735,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,400.3
burglary,2nd rajasinghe lane,22.10.2022,F,sinhala,55,21:17,Rainy,7.290022449,80.63304343,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,272.6
burglary,goodshed bus stand,23.10.2022,M,Sinhala,41,7:46,Rainy,7.290106548,80.6326012,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,284.5
robbery,amaya hotel,23.10.2022,F,Sinhala,19,8:09,Rainy,7.274143361,80.6127109,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,328
drugs,ogastawatte,23.10.2022,foreign couple,tamil ,46,8:47,Rainy,7.289383391,80.63330451,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,205
robbery,lakeround,23.10.2022,F,Sinhala,22,21:27,Rainy,7.289367215,80.63525204,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,322.5
burglary,heerassagala junction,25.10.2022,F,Sinhala,29,12:09,Rainy,7.277454024,80.61934471,Non-Holiday,FALSE,Commercial,Mulgampala,LK2130210,13665,505.7
burglary,colombo street ,25.10.2022,M,tamil ,33,20:33,Rainy,7.293259386,80.63612276,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,349.3
robbery,bogambara bus stand ,27.10.2022,M,Sinhala,43,11:34,Rainy,7.288611206,80.63454125,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,209.6
stabbing,nuwarawela ampitiya,27.10.2022,M,Sinhala,57,17:02,Rainy,7.287327298,80.64853641,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,315.1
theft,hanthane,27.10.2022,M,Sinhala,26,17:16,Rainy,7.266937315,80.63586672,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,738.8
theft,katugasthota road,29.10.2022,M,Sinhala,24,1:08,Cloudy,7.312544109,80.63435004,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,197.6
burglary,common market complex,29.10.2022,F,Sinhala,73,7:21,Cloudy,7.293199265,80.63629417,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,356.2
robbery,golden crown,29.10.2022,F,Sinhala,55,13:14,Cloudy,7.276663449,80.65529141,Non-Holiday,FALSE,Commercial,Ampitiya Udagama North,LK2130235,931,251.4
robbery,dangolla junction,29.10.2022,M,Sinhala,27,15:18,Cloudy,7.271680902,80.60597797,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,751.7
stabbing,meekanuwa watarauma ,31.10.2022,F,sinhala,28,2:52,Rainy,7.280636613,80.65525426,Non-Holiday,FALSE,General Urban,Ampitiya Udagama North,LK2130235,931,282.8
theft,heerassagala junction,31.10.2022,M,Sinhala,23,10:51,Rainy,7.274740761,80.62111725,Non-Holiday,FALSE,Commercial,Mulgampala,LK2130210,13665,482
stabbing,bus stand,01.11.2022,M,Muslim,48,8:05,Rainy,7.302594586,80.63637329,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,136
robbery,heerassagala junction,05.11.2022,F,Sinhala,39,22:33,Rainy,7.274147019,80.61921374,Non-Holiday,FALSE,Commercial,Mulgampala,LK2130210,13665,262.3
drugs,walespark,07.11.2022,M,sinhala,37,15:23,Rainy,7.28960357,80.63687012,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,487.3
theft,goerge.E. silva lane,07.11.2022,M,Sinhala,40,20:33,Rainy,7.292377784,80.63420367,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,406.4
